127.0.0.1 - - [03/Jan/2022:09:21:36 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=6 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=7 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=9 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=5 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=8 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=4 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=1 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=2 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=3 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=14&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=15&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=13&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=10&page=1 HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=11&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2085
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=8&page=1 HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=7&page=1 HTTP/1.1" 200 3518
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=9&page=1 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=4&page=1 HTTP/1.1" 200 2033
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=5&page=1 HTTP/1.1" 200 4091
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=3&page=1 HTTP/1.1" 200 1917
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=2&page=1 HTTP/1.1" 200 1871
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=1&page=1 HTTP/1.1" 200 1719
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=6&page=1 HTTP/1.1" 200 1920
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardList HTTP/1.1" 200 61407
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/video HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/video HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=14 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=13 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=15 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=11 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=12 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=10 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=8 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=7 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=9 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=5 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=6 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=4 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=1 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=3 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/board/boardBnoList?bNo=2 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=15&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=14&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=13&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=11&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=10&page=1 HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2085
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=9&page=1 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=8&page=1 HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=7&page=1 HTTP/1.1" 200 3518
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=6&page=1 HTTP/1.1" 200 1920
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=4&page=1 HTTP/1.1" 200 2033
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=5&page=1 HTTP/1.1" 200 4091
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=2&page=1 HTTP/1.1" 200 1871
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=3&page=1 HTTP/1.1" 200 1917
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:30:04 +0900] "GET /nearby/reply/replyList?bNo=1&page=1 HTTP/1.1" 200 1719
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardList HTTP/1.1" 200 61407
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/video HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/video HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=14 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=15 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=12 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=13 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=11 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=10 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=8 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=9 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=7 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=6 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=5 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=4 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=3 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=2 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=1 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=13&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=15&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=14&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2085
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=11&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=7&page=1 HTTP/1.1" 200 3518
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=8&page=1 HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=10&page=1 HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=9&page=1 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=6&page=1 HTTP/1.1" 200 1920
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=5&page=1 HTTP/1.1" 200 4091
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=3&page=1 HTTP/1.1" 200 1917
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=2&page=1 HTTP/1.1" 200 1871
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=4&page=1 HTTP/1.1" 200 2033
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=1&page=1 HTTP/1.1" 200 1719
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/selectBoard?bNo=15 HTTP/1.1" 200 23907
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/board/boardBnoList?bNo=15 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:19 +0900] "GET /nearby/reply/replyList?bNo=15&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardList HTTP/1.1" 200 61407
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/video HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/video HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=15 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=14 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=12 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=13 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=11 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=8 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=9 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=10 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=7 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=6 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=5 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=3 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=2 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=4 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/board/boardBnoList?bNo=1 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=15&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=14&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2085
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=11&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=13&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=9&page=1 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=8&page=1 HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=10&page=1 HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=6&page=1 HTTP/1.1" 200 1920
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=5&page=1 HTTP/1.1" 200 4091
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=7&page=1 HTTP/1.1" 200 3518
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=4&page=1 HTTP/1.1" 200 2033
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=3&page=1 HTTP/1.1" 200 1917
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=2&page=1 HTTP/1.1" 200 1871
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:21 +0900] "GET /nearby/reply/replyList?bNo=1&page=1 HTTP/1.1" 200 1719
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:24 +0900] "GET /nearby/board/selectBoard?bNo=12 HTTP/1.1" 200 24540
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:24 +0900] "GET /nearby/board/boardBnoList?bNo=12 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:24 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2085
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:29 +0900] "POST /nearby/reply/updateReply HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:32:29 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2160
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:33:14 +0900] "GET /nearby/board/selectBoard?bNo=12 HTTP/1.1" 200 24562
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:33:14 +0900] "GET /nearby/board/boardBnoList?bNo=12 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:33:14 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2160
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:16 +0900] "GET /nearby/board/selectBoard?bNo=12 HTTP/1.1" 200 24582
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:16 +0900] "GET /nearby/board/boardBnoList?bNo=12 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:16 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2160
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:17 +0900] "GET /nearby/board/selectBoard?bNo=12 HTTP/1.1" 200 24582
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:17 +0900] "GET /nearby/board/boardBnoList?bNo=12 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:17 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2160
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:33 +0900] "GET /nearby/board/selectBoard?bNo=12 HTTP/1.1" 200 24588
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:33 +0900] "GET /nearby/board/boardBnoList?bNo=12 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:33 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2160
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardList HTTP/1.1" 200 61407
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/video HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/resources//upload//alice//2022/01/03/277e12c57e784d2da7174615da1552bf.jfif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/video HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=13 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=14 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=15 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=12 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=11 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=10 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=7 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=9 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=8 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=4 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=5 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=6 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=3 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=2 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/board/boardBnoList?bNo=1 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=14&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=15&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=13&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=10&page=1 HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=12&page=1 HTTP/1.1" 200 2160
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=11&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=7&page=1 HTTP/1.1" 200 3518
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=8&page=1 HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=9&page=1 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=4&page=1 HTTP/1.1" 200 2033
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=5&page=1 HTTP/1.1" 200 4091
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=6&page=1 HTTP/1.1" 200 1920
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=2&page=1 HTTP/1.1" 200 1871
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=1&page=1 HTTP/1.1" 200 1719
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:50 +0900] "GET /nearby/reply/replyList?bNo=3&page=1 HTTP/1.1" 200 1917
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:51 +0900] "GET /nearby/board/selectBoard?bNo=14 HTTP/1.1" 200 23673
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:51 +0900] "GET /nearby/board/boardBnoList?bNo=14 HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:34:51 +0900] "GET /nearby/reply/replyList?bNo=14&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:35:30 +0900] "GET /nearby/reply/replyList?bNo=14&page=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:35:31 +0900] "GET /nearby/reply/replyList?bNo=14&page=1 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:36:02 +0900] "POST /nearby/reply/insertReply HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [03/Jan/2022:16:36:02 +0900] "GET /nearby/reply/replyList?bNo=14&page=1 HTTP/1.1" 200 765
